candidate_key,waves,wave_source_row_sha256s,screening_path,final_decision,final_proposed_record_type,final_reason_code,duplicate_disposition
PMID:29635277,wave_01,wave_01:17ef447f9afff13ba8121790de436b6e013147f7f54c5f01b421f1d69464de59,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29636754,wave_01,wave_01:2c70a0edd7f81bc33baf8c0e58538865fbfee46bcdf98caefad5bdab473366f3,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29636803,wave_02,wave_02:6a6a46785f45b0a9dc1295b9247eaaf7d82652261c92faed81ac569bc26e9e07,wave_02_synonym_expansion/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29636805,wave_02,wave_02:2f3458a0457224c7f105525818913de9a848a0ef85a64c0d1c9c99de621dab41,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29636909,wave_01,wave_01:882cee2e133bf496f090a8d0862eb2cbc2d8c4641111a90404fbd8658498d75c,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29637641,wave_01,wave_01:dd231fcc77fbc92d17a1aad77b8b928b1bbb164fc53016b25273847188334fc6,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29643202,wave_01,wave_01:583fd55bd90c46338d8ca88665eeb1de15c214b60a0ef7fa48e8ddc87de10ad4,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29651777,wave_02,wave_02:0a78a232875238d12807a35111f6041fed67ef6962b9c8281c9b1e43577a2878,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:29653203,wave_01,wave_01:4f0ec2151ac3acecfad2057ee1c4d2f0b21d7103373e29456a7a703516d3412a,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29655383,wave_02,wave_02:aba240eb025065e93bb264b7478f1f73ee84c75a52b2ad464b8a28f4f039a297,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29656720,wave_01,wave_01:d442ea7a8d779c1514e217394c2111e81efbfeb1cd683eb8bb5a37202741bf42,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29657837,wave_02,wave_02:412dd09c34cfaa06ffa68ccfb00b44dcdf6e7b38918e786e415f550c0eaf6b7a,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29659759,wave_01,wave_01:e249212aa267fa469ea62df2f9707c51f8961bb2b3584d3f88abd4c03fceb22c,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29661261,wave_01,wave_01:6e602574b5c05fd5e91c95997408b06d79043e4e33fb3ae9c36dbd90a2aad0dc,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29666244,wave_01,wave_01:b8f3077a5afb03b44201874c3290c3684415d04f944a49db06e7f9f75c2d834e,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29667576,wave_01,wave_01:10dfccefb6bfee58494696a1a9e36440ae5e80ae17770b3b2bc73717f36cef2b,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29672512,wave_01,wave_01:13731f5b4c6cd21645b0c2030350905dc2147c20eb3a9dc2b9eb42f435324f68,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29673907,wave_01,wave_01:84c552982934e371e0334fee4e49fb044252b62fd1be926ee5ca242c50a2853a,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29675796,wave_02,wave_02:8e90cf0887f89361245d456dd2f6086d9a4dd2663551e1e7df1dd30c8f17612c,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:29679079,wave_01,wave_01:e4a940e0c12e4ff99cb3e5758d6880f72fafd61003639f43bd3f383d9c744a73,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29680507,wave_02,wave_02:e08ea8c4f2cad91dcfd1fdb8862601d41ad6ed9e47d331904a26a6e1f7a422a5,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29682776,wave_02,wave_02:c12fe3db2014072592fa16923aadf68772a4870abf1fdc820a3135250b85405d,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29685432,wave_01,wave_01:2e5a6ec006f9b1f3b4889e51b6ace8c882ad94aa50944c346c6133ab31ef5e45,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29685435,wave_01,wave_01:667a96730d38aaf4050e19a1c93820fb1bf5f58fdd5ae53d1fdc06b4c40687c1,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29688279,wave_01,wave_01:91f65aeca269633e0c6301c693facefe9c460276a39e7f363e22687f423aa89f,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29688329,wave_01,wave_01:d3e1d2197ffe7e343c1fdb26bd7e4141642ff488cd4600b4699c800cf43f2341,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29691995,wave_01,wave_01:3f1e8f00fec7706782e45f98c334a42704ae10760b68be60f8c0e14f93ba8525,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29697796,wave_01,wave_01:a0dc05aba9848bb5fec7a1bdd5119c12a6e89ad2de3fafbdb6f974a73deeb1c8,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29698608,wave_01,wave_01:0fd262cc32c452bd53c111bdd8c7168408ee00b31b0372082362baf2d3e7e5b4,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29701832,wave_01,wave_01:c5171ff5aa9669c46613c0fea657a5c5acafaa9e7da88526349eb39130f13906,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29702109,wave_01,wave_01:0ab72ee5daab306f30614a2704393d58086ce68fd4304dd8fc8e8f9566a154a8,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29705432,wave_01,wave_01:fa1dd2d61244816f0c867e8e7965a95b08dd1ddb9dc57c9e6e6cda2b93a63846,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29706314,wave_02,wave_02:027095daf326adc27e282b4551f3608fc25b5dad35de04d79dd1bf94845f3239,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29713330,wave_01,wave_01:b3354ee9ce32694124427bdea9579ef5d794a7329d3537d94b3e9805976870f2,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:29713588,wave_02,wave_02:cb0c3b169d8180817ee9408e643190ee7b283f1f87446addbfee4a10424fe869,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29715057,wave_01,wave_01:412168fdcc8f53360f521bbca450ac8d3dc817fbef93045da35fd077e5f5a290,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,
PMID:29721138,wave_02,wave_02:3ac6a660dcf9f17e364a2d7a2ad87e31144e4f13c3c6ccec9b610a008dceae9f,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29722826,wave_01,wave_01:38404e4d9b6b52e50e2f8621a7b3d6840c7b4e738f1f79cda4fa3707498afd95,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29727447,wave_01,wave_01:bc73b9930944eb815984ce7d12f4cded1ac06ae1d670d2bf8a2e7690800bc4e9,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29730487,wave_01,wave_01:63b4cd156278e2bda0886fbe861d10fd4a7c62c3d0fb54f5e66f20da38d5d4ba,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29731398,wave_01,wave_01:a4ae9b06bd38406171e19e963b0daa1a3366086daf132ae9a997af42c2a7947d,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29733983,wave_02,wave_02:d0370cb84b59069a5c42c40b410dcfc719cb9bb7b187ba1cc427c27ec545a837,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29735507,wave_01,wave_01:cde8a6114a7ffefbea456ee274cfe7c2a1a1b4020eea15bc0b3157faf0956027,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29738070,wave_02,wave_02:1a70b388b69cc890ead51ecef2675182f87b7cbbd90b40c65e23193e1fd13d1a,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29743642,wave_01,wave_01:7bee04dc556d021f4e421f9976cc2fb684099427f8d07180555ababe80a7854b,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29746619,wave_02,wave_02:91412bab30514632234a4c17d9b44b2f84645638df06ef4237fe6c2563a7b7cf,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29747573,wave_01,wave_01:82c5387001a848a54a2605d347478972944a7965696d5c83b30e443313d3cfaf,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29749588,wave_01,wave_01:84f35d9b617a4988eb3efc1ac6e504d6c6b46a51474ca4728343475d553fadc0,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29751022,wave_01,wave_01:f74da4fa821e7f42706411e65f5a96062d8014efd4924d4984ae6da1095a88c0,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29758063,wave_01,wave_01:4798e1da5441dc42e111f4fa3940700fbdc4b76b41a279e39fbde8ac355e9120,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29760562,wave_01,wave_01:6e4c2842909f43dfe3129a4aa875a7158f092d7f69716626ed183c7d1ad29d1d,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:29761329,wave_01,wave_01:fe598b6b8c3c4556e8c76e1878d67d8415e3cd1af30cdaec0535df03b56a66be,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29767681,wave_01,wave_01:fa34014c1f2868892546691f2ca94bc34558004eccbd969c6029595dd5a3e4b7,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29768458,wave_01,wave_01:a220be364d8bd310f31a1455712a919dbff7efe120e35f90309c4bdddf2c6a2e,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29771574,wave_02,wave_02:bbb27c80fe75946b7c45f23eaec8d6fbd8aeb75afd96701484b60bf5b3c3132b,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29774858,wave_01,wave_01:64e9c27bb78dd6b929f4249ca8b4b654db8bd1661484a1f9a9d1fd86f52874cf,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29776375,wave_01,wave_01:65e552782a083f7c4e8bf16b918181d7ba9375d6a8aa2a9aa2a7687cbac46122,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29778434,wave_01,wave_01:378b3ff86ff2a39b14aa20d7dbb51496260e10f214d5cf804addce1d216e2a91,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29782303,wave_02,wave_02:b0635ec8d8c16e4048604563536185bd4c45dec86413390ed6989fc92bac3f22,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:29784467,wave_01,wave_01:e0e4e720b4c13ea889a0d6600ce01d37e9b03938dd58e16312bb66f40626e1e7,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29787574,wave_02,wave_02:dce12c6a0c7090e2a8fa551d4559035fd0fec583f81b7ee0cb13cdffec33cce2,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29790939,wave_02,wave_02:9f64a458bc6a6ee08796fef55ead9d590ef2f85b9151e00f076210669c4ce3a0,wave_02_synonym_expansion/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29795647,wave_02,wave_02:3041e5a08b4549e9157a0b33747db3b2bcf5a04cbe561b88f24145fe77e3eff3,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29800114,wave_01,wave_01:e6fbaee9840b155ff335115c61a3647bc82b3ba45f0937f83c185cca3b2f9824,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29805095,wave_01|wave_02,wave_01:2fea2eb3c167a42f05bf3d80896862e26f4a3f3502c33694652938f9ae7c5bd5|wave_02:13cf0941f2304530570d0d2f2c978938f0b0431682ef951e5eeaaad3013c3af4,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,screened_in_wave_01
PMID:29808747,wave_02,wave_02:4452734af486663acae199d1c015f0b8d7fe94be76c1e43bc600b1dda4640626,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29844230,wave_01,wave_01:fd222a5482df29292489e38a3a275a5bce2bb01399a6905abc6c93a8a0d7bcb0,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29845931,wave_01,wave_01:e4ecd2e29da1acf03aa7f81e4b182f6fa930c980c10228160a741e77b761992f,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29847479,wave_02,wave_02:e1ac910416b759571a2e3e31aa1eb9fd3f2307cc8dadaafef986fc6ef757ff09,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29855375,wave_01,wave_01:90d1bdfd44114c120d33aa5372ad5af64b3c26959e148458b5b4e56752478b3e,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29855464,wave_01,wave_01:8a2067639a90d5f8efb0c4f2edb558a643233bd99d46016a9b220b45499a1c3a,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,correction,I_DIAGNOSTIC_CORRECTION,
PMID:29856738,wave_01,wave_01:478fac7f3b9a82c57039e086880cae719f3e1c5e39e0025360a48e8992cd3eb7,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29858148,wave_01,wave_01:2d2c7e4dec069d2878229cc8e63aecc4fc33d241a4cfef8a0d427fee40e4c178,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29859247,wave_01,wave_01:b4718ad0feeebef37748002dd7181fc491c86eacbb0c8a5949ec93c4fbf87383,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29861515,wave_01,wave_01:954f259eb2ef97cf5701936c5de301a664eb9f8330c7f8fde932b0472032d4ff,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29864213,wave_02,wave_02:c3bff2ebc12aa0b37dcda08febc1284dcc740d26f47973dca4c5fc013c90526e,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29866733,wave_01,wave_01:a4f4637d1e087a9e1ad00592bd3d0ce4547c414834bffb0f2cede821cac926f8,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29869565,wave_01,wave_01:ee9237f67fee3d2c93bb808c7061d7a2004d5e0603b8b301d5a6995a6fe10be9,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29870516,wave_02,wave_02:c6835c6d377dc0a007fea98829a4832fdc83ba3784c06421381762110bb4361d,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29870531,wave_01,wave_01:1d306c7fb00393fc073b780b0869fba0649682e5558fcb48d4d9d850d44adeb6,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29871720,wave_01,wave_01:882e736d0ca949975057629ef46d35667941a68e3c44f8e5fbe256fb317a645e,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29875090,wave_02,wave_02:a7ff6ad440a2f1ab7f681e5019d4f3b928c309f750ef998c65237fb9e5b7de06,wave_02_synonym_expansion/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29876100,wave_01,wave_01:94ff60f53e54322c2ab2b9d491118d9d9e97420cbaa1797788bf717a4378f123,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29876365,wave_01,wave_01:d3dde1e2595c6cd31204052480cd4a398a85792b9012011551fe5e91251ef46b,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29880024,wave_02,wave_02:a836337e51fc24aa6a2130faf54caf216e28cb765a68529c52fcf822cac51e50,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29880306,wave_02,wave_02:dc8f2126c31d576b9d3066296b4810df13f6576b198c026a42f4e5438b0cc997,wave_02_synonym_expansion/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29884240,wave_01,wave_01:2d7c403f19ca15a91955e7fc29105335e0518533fa7b06b9039550050f0e54b5,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29884821,wave_02,wave_02:c58d9e7b195281bc7f3c7e6568899d319740ce330e8c3e940de622141ce6b3d8,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29884822,wave_02,wave_02:e6a7819efacefffaa69c39c0ab86980740ee5530255817247c95f9f27f549d5f,wave_02_synonym_expansion/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29887843,wave_01,wave_01:2207e891ff6b0c827d63e880beb6095a978cb9d0b7155dccf4de7fc71f564045,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,reproducibility,I_DIAGNOSTIC_CORRECTION,
PMID:29895298,wave_02,wave_02:279e3212e07d8f97c2ef6e0c8dbf93820c3af87474fe55efbc63296271db8a98,wave_02_synonym_expansion/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29897039,wave_01,wave_01:98d35c0dc253f47400f6dfd3363b420a5f389dbe57caafc6d6796c53c074e973,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,
PMID:29898396,wave_01,wave_01:9443c2aff8428fd449636dbfb200b8a8495fac38511b564d99fac1c5183eeae4,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29903094,wave_01,wave_01:8684ce12fcf0ca871cbf22990b128e7d98e592c6e1d4c452dbdff08d9a4abf46,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29903420,wave_02,wave_02:98da9bb91a0fa0b67fa4eb2a2259b3cd7e4ef2fe2bd5e00263f6405e08b26a39,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29906596,wave_02,wave_02:97b9923a2941c73ec460e81bbfff6f9db0ea79aae1bf89cff518c5f3802e3849,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:29909739,wave_01,wave_01:fb3f3425391ae2685569214f51b21765bc45b81c4a641808a2ed0396663bb83e,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29912875,wave_01,wave_01:cd5c83a53c2ff32e2bd938ecfeccf9b2ed0381a815cf7f179e3b38507e18afce,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29914372,wave_02,wave_02:60d9f0444939c6a971536d432cd59fe9a6e67fee444fd90fe84b619264e8dfb1,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29914655,wave_01,wave_01:de24d7874b62d1238f72dae334f9cdfcc6fa1807f6c217ea2dd7968a97d0b02c,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29923539,wave_01,wave_01:2a7ac13f33d35624b339768d7d758777af1cd188c7d5f350de070ada9526cfff,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29925365,wave_01,wave_01:87abba63f2a747e59d3fc50ad93a6057716b82b255878761a8ffb28d19b720dd,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29928718,wave_01,wave_01:0f65d3f9effe959c7e09c6ff731afaa4ed0d2c2cc6d2fabd87681dbeb2f97386,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29928723,wave_01,wave_01:6447e5ca88b15d2b78c2c80f1664870e119484b11de148bd6b4a70b74ff85218,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29931067,wave_01,wave_01:3d7bafe973c097cea3428d72ba0d4f81d17b40125523cfe9904e91e72a3d8d63,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29937243,wave_01,wave_01:77e325451d907e4552f26c52aa0a37e5f0be107578e097c0babcb42c7a781f9a,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:29938833,wave_01,wave_01:a544fad6259e2cf907a690bce1c579bb9e6128650ac56405e614bd362cdf4f45,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29938973,wave_02,wave_02:88968ecb1bbb2f7a4859f54faa538f7bcab85517796919d2fce8bf03e4e3f2e4,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:29940195,wave_01,wave_01:7c8ef28cfd3c503bfce180dbc5927a3b4c873d525994986baec3e38e34436a7e,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29940943,wave_02,wave_02:16f37f794d63bb48a6c6245df59a346550b61cbf90b26e07c8e5c12dd5510b57,wave_02_synonym_expansion/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:29942688,wave_01,wave_01:f7aefd0f3b49b7fa3b05b3689fbc4c6a54becfc2a67773ea77198fe88fa5ffad,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29944642,wave_01,wave_01:1fd403cf35827d0901aa1ce1d2ff6ebdd8b9604642234dcf83b6470d83ae7a0c,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:29945220,wave_02,wave_02:821304425613b8ae6ea2e2bf08f1930d3db20dd07d1f5e20973c6aa7fa1bc29b,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:29945473,wave_02,wave_02:7912afb7a725a34024b8cc922a5f2f12a9075a4fc936929220ebeb5b1a568c92,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:29945689,wave_01,wave_01:d4baa38bfcf621d2f00258937a592dacce614c611c5f7c9a054e3e19e700d35f,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:29945763,wave_01,wave_01:1c1695298cd1fdf12aa4ed8a7215f7dcd3bb7ee653ff162fabcf058b7671fa3c,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
