identity_decision_id,named_source_id,supporting_query_ids,candidate_keys_considered,primary_selected_candidate_key,primary_decision,primary_reason,primary_reviewer,audit_selected_candidate_key,audit_decision,audit_reason,audit_reviewer,conflict_status,adjudicator,final_selected_candidate_key,final_decision,final_reason,inspected_primary_url
LID-20260722-0092,NS-CAUSAL-092,SEARCH-20260718-LINEAGE-CAUSAL-92|SEARCH-20260719-LINEAGE-CAUSAL-92,PMID:32841988|PMID:38191258,PMID:32841988,resolved,"PMID 32841988 exactly matches the target title, first author Jan P Vandenbroucke, and year 2020, with DOI 10.1097/ede.0000000000001251. PMID 38191258 is a different 2024 Norway study led by Marjut Sarjomaa, with DOI 10.1136/bmjopen-2023-073766.",task6-primary-codex-batch-02,PMID:32841988,resolved,"Exact target title, first author Jan P Vandenbroucke, and year 2020 match PMID:32841988 with DOI 10.1097/ede.0000000000001251. PMID:38191258 is a different 2024 Norwegian risk-factor study led by Marjut Sarjomaa with DOI 10.1136/bmjopen-2023-073766.",task6-audit-codex-batch-02,none,,PMID:32841988,resolved,"Exact target title, first author Jan P Vandenbroucke, and year 2020 match PMID:32841988 with DOI 10.1097/ede.0000000000001251. PMID:38191258 is a different 2024 Norwegian risk-factor study led by Marjut Sarjomaa with DOI 10.1136/bmjopen-2023-073766.",https://pubmed.ncbi.nlm.nih.gov/32841988/
LID-20260722-0093,NS-CAUSAL-093,SEARCH-20260719-LINEAGE-CAUSAL-93,PMID:25612253,PMID:25612253,resolved,"The sole manifested candidate exactly matches the target title, first author Youyi Fong, and year 2015; it records PMID 25612253 and DOI 10.1002/sim.6419.",task6-primary-codex-batch-02,PMID:25612253,resolved,"Exact title, first author Youyi Fong, and year 2015 match the sole candidate; its identifiers are PMID 25612253 and DOI 10.1002/sim.6419, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:25612253,resolved,"Exact title, first author Youyi Fong, and year 2015 match the sole candidate; its identifiers are PMID 25612253 and DOI 10.1002/sim.6419, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/25612253/
LID-20260722-0094,NS-CAUSAL-094,SEARCH-20260719-LINEAGE-CAUSAL-94,PMID:41422940,PMID:41422940,resolved,"The sole manifested candidate exactly matches the target title, year 2026, and compound hyphenated first-author name Sheeba Santhini Manoharan-Basil; it records PMID 41422940 and DOI 10.1016/j.ijid.2025.108322.",task6-primary-codex-batch-02,PMID:41422940,resolved,"Exact title, compound first-author surname Manoharan-Basil, and year 2026 match the sole candidate; its identifiers are PMID 41422940 and DOI 10.1016/j.ijid.2025.108322, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:41422940,resolved,"Exact title, compound first-author surname Manoharan-Basil, and year 2026 match the sole candidate; its identifiers are PMID 41422940 and DOI 10.1016/j.ijid.2025.108322, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/41422940/
LID-20260722-0095,NS-CAUSAL-095,SEARCH-20260719-LINEAGE-CAUSAL-95,PMID:30640216,PMID:30640216,resolved,"The sole manifested candidate exactly matches the target title, first author Jacqueline E Rudolph, and year 2019; it records PMID 30640216 and DOI 10.1097/ede.0000000000000966.",task6-primary-codex-batch-02,PMID:30640216,resolved,"Exact title, first author Jacqueline E Rudolph, and year 2019 match the sole candidate; its identifiers are PMID 30640216 and DOI 10.1097/ede.0000000000000966, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:30640216,resolved,"Exact title, first author Jacqueline E Rudolph, and year 2019 match the sole candidate; its identifiers are PMID 30640216 and DOI 10.1097/ede.0000000000000966, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/30640216/
LID-20260722-0096,NS-CAUSAL-096,SEARCH-20260719-LINEAGE-CAUSAL-96,PMID:41066608,PMID:41066608,resolved,"The sole manifested candidate exactly matches the target title, first author Jennifer L. Lund, and year 2023; it records PMID 41066608 and DOI 10.25302/08.2023.me.2017c39337.",task6-primary-codex-batch-02,PMID:41066608,resolved,"Exact title, first author Jennifer L. Lund, and year 2023 match the sole candidate; its identifiers are PMID 41066608 and DOI 10.25302/08.2023.me.2017c39337, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:41066608,resolved,"Exact title, first author Jennifer L. Lund, and year 2023 match the sole candidate; its identifiers are PMID 41066608 and DOI 10.25302/08.2023.me.2017c39337, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/41066608/
LID-20260722-0097,NS-CAUSAL-097,SEARCH-20260719-LINEAGE-CAUSAL-97,PMID:41755720,PMID:41755720,resolved,"The sole manifested candidate exactly matches the target title, first author Kristyna Faksova, and year 2026; it records PMID 41755720 and DOI 10.2807/1560-7917.es.2026.31.8.2500648.",task6-primary-codex-batch-02,PMID:41755720,resolved,"Exact title, first author Kristyna Faksova, and year 2026 match the sole candidate; its identifiers are PMID 41755720 and DOI 10.2807/1560-7917.es.2026.31.8.2500648, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:41755720,resolved,"Exact title, first author Kristyna Faksova, and year 2026 match the sole candidate; its identifiers are PMID 41755720 and DOI 10.2807/1560-7917.es.2026.31.8.2500648, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/41755720/
LID-20260722-0098,NS-EVIDENCE-001,SEARCH-20260719-LINEAGE-EVIDENCE-01,PMID:15135835|PMID:21526067,PMID:21526067,resolved,"PMID 21526067 exactly matches the target title, first author Jalal Poorolajal, and year 2010, with no DOI manifested. PMID 15135835 is a different 2004 paper led by Derrick A Bennett whose title adds that capture-recapture is potentially useful.",task6-primary-codex-batch-02,PMID:21526067,resolved,"Exact target title, first author Jalal Poorolajal, and year 2010 match PMID:21526067, which has no manifested DOI. PMID:15135835 is a differently titled 2004 article led by Derrick A Bennett with DOI 10.1016/j.jclinepi.2003.09.015.",task6-audit-codex-batch-02,none,,PMID:21526067,resolved,"Exact target title, first author Jalal Poorolajal, and year 2010 match PMID:21526067, which has no manifested DOI. PMID:15135835 is a differently titled 2004 article led by Derrick A Bennett with DOI 10.1016/j.jclinepi.2003.09.015.",https://pubmed.ncbi.nlm.nih.gov/21526067/
LID-20260722-0099,NS-EVIDENCE-002,SEARCH-20260718-LINEAGE-EVIDENCE-02|SEARCH-20260719-LINEAGE-EVIDENCE-02,PMID:29715057,PMID:29715057,resolved,"Across both supporting variants, the only manifested candidate exactly matches the target title, year 2018, and compound first-author name Christine Stabell Benn; it records PMID 29715057 and DOI 10.1080/14760584.2018.1471987.",task6-primary-codex-batch-02,PMID:29715057,resolved,"Exact title, compound first-author name Christine Stabell Benn, and year 2018 match the sole candidate; its identifiers are PMID 29715057 and DOI 10.1080/14760584.2018.1471987, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:29715057,resolved,"Exact title, compound first-author name Christine Stabell Benn, and year 2018 match the sole candidate; its identifiers are PMID 29715057 and DOI 10.1080/14760584.2018.1471987, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/29715057/
LID-20260722-0100,NS-EVIDENCE-003,SEARCH-20260719-LINEAGE-EVIDENCE-03,PMID:31899791,PMID:31899791,resolved,"The sole manifested candidate exactly matches the target title, year 2020, and compound first-author name Reimar Wernich Thomsen; it records PMID 31899791 and DOI 10.1093/aje/kwz284.",task6-primary-codex-batch-02,PMID:31899791,resolved,"Exact title, compound first-author name Reimar Wernich Thomsen, and year 2020 match the sole candidate; its identifiers are PMID 31899791 and DOI 10.1093/aje/kwz284, and its primary URL identifies that record.",task6-audit-codex-batch-02,none,,PMID:31899791,resolved,"Exact title, compound first-author name Reimar Wernich Thomsen, and year 2020 match the sole candidate; its identifiers are PMID 31899791 and DOI 10.1093/aje/kwz284, and its primary URL identifies that record.",https://pubmed.ncbi.nlm.nih.gov/31899791/
LID-20260722-0101,NS-EVIDENCE-004,SEARCH-20260719-LINEAGE-EVIDENCE-04,PMID:38665063,PMID:38665063,resolved,The sole manifested candidate matches the target title and year 2024 exactly; the target author is blank and the inspected PubMed record lists no authors. The record confirms PMID 38665063 and DOI 10.1093/pubmed/fdae067. The context-only seed fields were not used as identity evidence.,task6-primary-codex-batch-03,PMID:38665063,resolved,"The sole candidate exactly matches the target title and 2024 year; both records have a blank first-author field. The candidate supplies PMID 38665063 and DOI 10.1093/pubmed/fdae067, with no competing candidate.",task6-audit-codex-batch-03,none,,PMID:38665063,resolved,"The sole candidate exactly matches the target title and 2024 year; both records have a blank first-author field. The candidate supplies PMID 38665063 and DOI 10.1093/pubmed/fdae067, with no competing candidate.",https://pubmed.ncbi.nlm.nih.gov/38665063/
LID-20260722-0102,NS-EVIDENCE-005,SEARCH-20260719-LINEAGE-EVIDENCE-05,PMID:39320460,PMID:39320460,resolved,The sole manifested candidate matches the target title and year 2024 exactly; the target author is blank and the inspected PubMed record lists no authors. The record confirms PMID 39320460 and DOI 10.1093/cid/ciae455. The context-only seed fields were not used as identity evidence.,task6-primary-codex-batch-03,PMID:39320460,resolved,"The sole candidate exactly matches the target title and 2024 year; both records have a blank first-author field. The candidate supplies PMID 39320460 and DOI 10.1093/cid/ciae455, with no competing candidate.",task6-audit-codex-batch-03,none,,PMID:39320460,resolved,"The sole candidate exactly matches the target title and 2024 year; both records have a blank first-author field. The candidate supplies PMID 39320460 and DOI 10.1093/cid/ciae455, with no competing candidate.",https://pubmed.ncbi.nlm.nih.gov/39320460/
LID-20260722-0103,NS-EVIDENCE-006,SEARCH-20260719-LINEAGE-EVIDENCE-06,PMID:25023449,PMID:25023449,resolved,"The sole manifested candidate exactly matches the target title, year 2015, and first author L V DE Knegt, including the compound surname. The inspected record confirms PMID 25023449 and DOI 10.1017/s0950268814000429; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:25023449,resolved,"The sole candidate exactly matches the target title, 2015 year, and first author L V DE Knegt, preserving the compound surname. It supplies PMID 25023449 and DOI 10.1017/s0950268814000429.",task6-audit-codex-batch-03,none,,PMID:25023449,resolved,"The sole candidate exactly matches the target title, 2015 year, and first author L V DE Knegt, preserving the compound surname. It supplies PMID 25023449 and DOI 10.1017/s0950268814000429.",https://pubmed.ncbi.nlm.nih.gov/25023449/
LID-20260722-0104,NS-EVIDENCE-007,SEARCH-20260719-LINEAGE-EVIDENCE-07,PMID:31673191,PMID:31673191,resolved,"The sole manifested candidate exactly matches the target title, first author Michael Edelstein, and year 2019. The inspected record confirms PMID 31673191 and DOI 10.2471/blt.18.229138; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:31673191,resolved,"The sole candidate exactly matches the target title, 2019 year, and first author Michael Edelstein; it supplies PMID 31673191 and DOI 10.2471/blt.18.229138.",task6-audit-codex-batch-03,none,,PMID:31673191,resolved,"The sole candidate exactly matches the target title, 2019 year, and first author Michael Edelstein; it supplies PMID 31673191 and DOI 10.2471/blt.18.229138.",https://pubmed.ncbi.nlm.nih.gov/31673191/
LID-20260722-0105,NS-EVIDENCE-008,SEARCH-20260718-LINEAGE-EVIDENCE-08|SEARCH-20260719-LINEAGE-EVIDENCE-08,PMID:33751025,PMID:33751025,resolved,"Across both completed supporting variants, the sole manifested candidate exactly matches the target title, first author Emily Mosites, and year 2021. The inspected record confirms PMID 33751025 and DOI 10.1093/aje/kwab051; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:33751025,resolved,"Across both supporting queries, the only manifested candidate exactly matches the target title, 2021 year, and first author Emily Mosites; it supplies PMID 33751025 and DOI 10.1093/aje/kwab051.",task6-audit-codex-batch-03,none,,PMID:33751025,resolved,"Across both supporting queries, the only manifested candidate exactly matches the target title, 2021 year, and first author Emily Mosites; it supplies PMID 33751025 and DOI 10.1093/aje/kwab051.",https://pubmed.ncbi.nlm.nih.gov/33751025/
LID-20260722-0106,NS-EVIDENCE-009,SEARCH-20260719-LINEAGE-EVIDENCE-09,PMID:37360780,PMID:37360780,resolved,"The sole manifested candidate exactly matches the target title, first author N Sasikaladevi, and year 2022. The inspected record confirms PMID 37360780 and DOI 10.1007/s12652-022-04329-3; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:37360780,resolved,"The sole candidate exactly matches the target title, 2022 year, and first author N Sasikaladevi; it supplies PMID 37360780 and DOI 10.1007/s12652-022-04329-3.",task6-audit-codex-batch-03,none,,PMID:37360780,resolved,"The sole candidate exactly matches the target title, 2022 year, and first author N Sasikaladevi; it supplies PMID 37360780 and DOI 10.1007/s12652-022-04329-3.",https://pubmed.ncbi.nlm.nih.gov/37360780/
LID-20260722-0107,NS-EVIDENCE-010,SEARCH-20260719-LINEAGE-EVIDENCE-10,PMID:20630145,PMID:20630145,resolved,"The sole manifested candidate exactly matches the target title, first author P Mook, and year 2010. The inspected record confirms PMID 20630145 and DOI 10.2807/ese.15.27.19610-en; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:20630145,resolved,"The sole candidate exactly matches the target title, 2010 year, and first author P Mook; it supplies PMID 20630145 and DOI 10.2807/ese.15.27.19610-en.",task6-audit-codex-batch-03,none,,PMID:20630145,resolved,"The sole candidate exactly matches the target title, 2010 year, and first author P Mook; it supplies PMID 20630145 and DOI 10.2807/ese.15.27.19610-en.",https://pubmed.ncbi.nlm.nih.gov/20630145/
LID-20260722-0108,NS-EVIDENCE-011,SEARCH-20260719-LINEAGE-EVIDENCE-11,PMID:27277138,PMID:27277138,resolved,"The sole manifested candidate exactly matches the target title, first author Kimberly M Thompson, and year 2016. The inspected record confirms PMID 27277138 and DOI 10.1111/risa.12637; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:27277138,resolved,"The sole candidate exactly matches the target title, 2016 year, and first author Kimberly M Thompson; it supplies PMID 27277138 and DOI 10.1111/risa.12637.",task6-audit-codex-batch-03,none,,PMID:27277138,resolved,"The sole candidate exactly matches the target title, 2016 year, and first author Kimberly M Thompson; it supplies PMID 27277138 and DOI 10.1111/risa.12637.",https://pubmed.ncbi.nlm.nih.gov/27277138/
LID-20260722-0109,NS-EVIDENCE-012,SEARCH-20260719-LINEAGE-EVIDENCE-12,PMID:21668690,PMID:21668690,resolved,"The sole manifested candidate exactly matches the target title, year 2011, and first author Pierre-Yves Boëlle, including the compound given name and diacritic. The inspected record confirms PMID 21668690 and DOI 10.1111/j.1750-2659.2011.00234.x; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:21668690,resolved,"The sole candidate exactly matches the target title, 2011 year, and first author Pierre-Yves Boëlle; it supplies PMID 21668690 and DOI 10.1111/j.1750-2659.2011.00234.x.",task6-audit-codex-batch-03,none,,PMID:21668690,resolved,"The sole candidate exactly matches the target title, 2011 year, and first author Pierre-Yves Boëlle; it supplies PMID 21668690 and DOI 10.1111/j.1750-2659.2011.00234.x.",https://pubmed.ncbi.nlm.nih.gov/21668690/
LID-20260722-0110,NS-EVIDENCE-013,SEARCH-20260719-LINEAGE-EVIDENCE-13,PMID:37442686,PMID:37442686,resolved,"The sole manifested candidate exactly matches the target title, first author Jamie Minchin, and year 2023. The inspected record confirms PMID 37442686 and DOI 10.1016/j.vaccine.2023.06.073; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:37442686,resolved,"The sole candidate exactly matches the target title, 2023 year, and first author Jamie Minchin; it supplies PMID 37442686 and DOI 10.1016/j.vaccine.2023.06.073.",task6-audit-codex-batch-03,none,,PMID:37442686,resolved,"The sole candidate exactly matches the target title, 2023 year, and first author Jamie Minchin; it supplies PMID 37442686 and DOI 10.1016/j.vaccine.2023.06.073.",https://pubmed.ncbi.nlm.nih.gov/37442686/
LID-20260722-0111,NS-EVIDENCE-014,SEARCH-20260719-LINEAGE-EVIDENCE-14,PMID:30802261,PMID:30802261,resolved,"The sole manifested candidate exactly matches the target title, first author Freddie Bailey, and year 2019. The inspected record confirms PMID 30802261 and DOI 10.1371/journal.pntd.0007092; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:30802261,resolved,"The sole candidate exactly matches the target title, 2019 year, and first author Freddie Bailey; it supplies PMID 30802261 and DOI 10.1371/journal.pntd.0007092.",task6-audit-codex-batch-03,none,,PMID:30802261,resolved,"The sole candidate exactly matches the target title, 2019 year, and first author Freddie Bailey; it supplies PMID 30802261 and DOI 10.1371/journal.pntd.0007092.",https://pubmed.ncbi.nlm.nih.gov/30802261/
LID-20260722-0112,NS-EVIDENCE-015,SEARCH-20260719-LINEAGE-EVIDENCE-15,PMID:42384755,PMID:42384755,resolved,"The sole manifested candidate exactly matches the target title, year 2026, and first author Caio Cesar Leiva Bastos Barrionuevo, preserving the complete compound surname. The inspected record confirms PMID 42384755 and DOI 10.1371/journal.pntd.0014480; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:42384755,resolved,"The sole candidate exactly matches the target title, 2026 year, and first author Caio Cesar Leiva Bastos Barrionuevo; it supplies PMID 42384755 and DOI 10.1371/journal.pntd.0014480.",task6-audit-codex-batch-03,none,,PMID:42384755,resolved,"The sole candidate exactly matches the target title, 2026 year, and first author Caio Cesar Leiva Bastos Barrionuevo; it supplies PMID 42384755 and DOI 10.1371/journal.pntd.0014480.",https://pubmed.ncbi.nlm.nih.gov/42384755/
LID-20260722-0113,NS-EVIDENCE-016,SEARCH-20260719-LINEAGE-EVIDENCE-16,PMID:36246252,PMID:36246252,resolved,"The sole manifested candidate exactly matches the target title, first author Nicola Luigi Bragazzi, and year 2022. The inspected record confirms PMID 36246252 and DOI 10.3389/fmicb.2022.1011049; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:36246252,resolved,"The sole candidate exactly matches the target title, 2022 year, and first author Nicola Luigi Bragazzi; it supplies PMID 36246252 and DOI 10.3389/fmicb.2022.1011049.",task6-audit-codex-batch-03,none,,PMID:36246252,resolved,"The sole candidate exactly matches the target title, 2022 year, and first author Nicola Luigi Bragazzi; it supplies PMID 36246252 and DOI 10.3389/fmicb.2022.1011049.",https://pubmed.ncbi.nlm.nih.gov/36246252/
LID-20260722-0114,NS-EVIDENCE-017,SEARCH-20260719-LINEAGE-EVIDENCE-17,PMID:24107261,PMID:24107261,resolved,"The sole manifested candidate exactly matches the target title, first author Lei Zhang, and year 2013. The inspected record confirms PMID 24107261 and DOI 10.1016/s1473-3099(13)70245-7; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:24107261,resolved,"The sole candidate exactly matches the target title, 2013 year, and first author Lei Zhang; it supplies PMID 24107261 and DOI 10.1016/s1473-3099(13)70245-7.",task6-audit-codex-batch-03,none,,PMID:24107261,resolved,"The sole candidate exactly matches the target title, 2013 year, and first author Lei Zhang; it supplies PMID 24107261 and DOI 10.1016/s1473-3099(13)70245-7.",https://pubmed.ncbi.nlm.nih.gov/24107261/
LID-20260722-0115,NS-EVIDENCE-018,SEARCH-20260719-LINEAGE-EVIDENCE-18,PMID:32775757,PMID:32775757,resolved,"The sole manifested candidate exactly matches the target title, first author Seelwan Sathitratanacheewin, and year 2020. The inspected record confirms PMID 32775757 and DOI 10.1016/j.heliyon.2020.e04614; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:32775757,resolved,"The sole candidate exactly matches the target title, 2020 year, and first author Seelwan Sathitratanacheewin; it supplies PMID 32775757 and DOI 10.1016/j.heliyon.2020.e04614.",task6-audit-codex-batch-03,none,,PMID:32775757,resolved,"The sole candidate exactly matches the target title, 2020 year, and first author Seelwan Sathitratanacheewin; it supplies PMID 32775757 and DOI 10.1016/j.heliyon.2020.e04614.",https://pubmed.ncbi.nlm.nih.gov/32775757/
LID-20260722-0116,NS-EVIDENCE-019,SEARCH-20260718-LINEAGE-EVIDENCE-19|SEARCH-20260719-LINEAGE-EVIDENCE-19,PMID:26743093,PMID:26743093,resolved,"Across both completed supporting variants, the sole manifested candidate exactly matches the target title, first author Sahar Saeed, and year 2016. The inspected record confirms PMID 26743093 and DOI 10.1093/cid/civ1222; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:26743093,resolved,"Across both supporting queries, the only manifested candidate exactly matches the target title, 2016 year, and first author Sahar Saeed; it supplies PMID 26743093 and DOI 10.1093/cid/civ1222.",task6-audit-codex-batch-03,none,,PMID:26743093,resolved,"Across both supporting queries, the only manifested candidate exactly matches the target title, 2016 year, and first author Sahar Saeed; it supplies PMID 26743093 and DOI 10.1093/cid/civ1222.",https://pubmed.ncbi.nlm.nih.gov/26743093/
LID-20260722-0117,NS-EVIDENCE-020,SEARCH-20260719-LINEAGE-EVIDENCE-20,PMID:33669985,PMID:33669985,resolved,"The sole manifested candidate exactly matches the target title, first author Danila Azzolina, and year 2021. The inspected record confirms PMID 33669985 and DOI 10.3390/ijerph18042095; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:33669985,resolved,"The sole candidate exactly matches the target title, 2021 year, and first author Danila Azzolina; it supplies PMID 33669985 and DOI 10.3390/ijerph18042095.",task6-audit-codex-batch-03,none,,PMID:33669985,resolved,"The sole candidate exactly matches the target title, 2021 year, and first author Danila Azzolina; it supplies PMID 33669985 and DOI 10.3390/ijerph18042095.",https://pubmed.ncbi.nlm.nih.gov/33669985/
LID-20260722-0118,NS-EVIDENCE-021,SEARCH-20260719-LINEAGE-EVIDENCE-21,PMID:21819469,PMID:21819469,resolved,"The sole manifested candidate exactly matches the target title, first author E Guivier, and year 2011. The inspected record confirms PMID 21819469 and DOI 10.1111/j.1365-294x.2011.05199.x; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:21819469,resolved,"The sole candidate exactly matches the target title, 2011 year, and first author E Guivier; it supplies PMID 21819469 and DOI 10.1111/j.1365-294x.2011.05199.x.",task6-audit-codex-batch-03,none,,PMID:21819469,resolved,"The sole candidate exactly matches the target title, 2011 year, and first author E Guivier; it supplies PMID 21819469 and DOI 10.1111/j.1365-294x.2011.05199.x.",https://pubmed.ncbi.nlm.nih.gov/21819469/
LID-20260722-0119,NS-EVIDENCE-022,SEARCH-20260719-LINEAGE-EVIDENCE-22,PMID:22372578,PMID:22372578,resolved,"The sole manifested candidate exactly matches the target title, first author Peter H Thrall, and year 2012. The inspected record confirms PMID 22372578 and DOI 10.1111/j.1461-0248.2012.01749.x; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:22372578,resolved,"The sole candidate exactly matches the target title, 2012 year, and first author Peter H Thrall; it supplies PMID 22372578 and DOI 10.1111/j.1461-0248.2012.01749.x.",task6-audit-codex-batch-03,none,,PMID:22372578,resolved,"The sole candidate exactly matches the target title, 2012 year, and first author Peter H Thrall; it supplies PMID 22372578 and DOI 10.1111/j.1461-0248.2012.01749.x.",https://pubmed.ncbi.nlm.nih.gov/22372578/
LID-20260722-0120,NS-EVIDENCE-023,SEARCH-20260718-LINEAGE-EVIDENCE-23|SEARCH-20260719-LINEAGE-EVIDENCE-23,PMID:36219562,PMID:36219562,resolved,"Across both completed supporting variants, the sole manifested candidate exactly matches the target title, first author Ryan E Malosh, and year 2023. The inspected record confirms PMID 36219562 and DOI 10.1093/cid/ciac653; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:36219562,resolved,"Across both supporting queries, the only manifested candidate exactly matches the target title, 2023 year, and first author Ryan E Malosh; it supplies PMID 36219562 and DOI 10.1093/cid/ciac653.",task6-audit-codex-batch-03,none,,PMID:36219562,resolved,"Across both supporting queries, the only manifested candidate exactly matches the target title, 2023 year, and first author Ryan E Malosh; it supplies PMID 36219562 and DOI 10.1093/cid/ciac653.",https://pubmed.ncbi.nlm.nih.gov/36219562/
LID-20260722-0121,NS-EVIDENCE-024,SEARCH-20260719-LINEAGE-EVIDENCE-24,PMID:24568147,PMID:24568147,resolved,"The sole manifested candidate exactly matches the target title, first author Wuelton M Monteiro, and year 2014. The inspected record confirms PMID 24568147 and DOI 10.1186/1475-2875-13-70; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:24568147,resolved,"The sole candidate exactly matches the target title, 2014 year, and first author Wuelton M Monteiro; it supplies PMID 24568147 and DOI 10.1186/1475-2875-13-70.",task6-audit-codex-batch-03,none,,PMID:24568147,resolved,"The sole candidate exactly matches the target title, 2014 year, and first author Wuelton M Monteiro; it supplies PMID 24568147 and DOI 10.1186/1475-2875-13-70.",https://pubmed.ncbi.nlm.nih.gov/24568147/
LID-20260722-0122,NS-EVIDENCE-025,SEARCH-20260719-LINEAGE-EVIDENCE-25,PMID:40155318,PMID:40155318,resolved,"The sole manifested candidate exactly matches the target title, year 2025, and first author K M Saif-Ur-Rahman, preserving the hyphenated compound surname. The inspected record confirms PMID 40155318 and DOI 10.1111/jebm.70019; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:40155318,resolved,"The sole candidate exactly matches the target title, 2025 year, and first author K M Saif-Ur-Rahman, preserving the compound surname; it supplies PMID 40155318 and DOI 10.1111/jebm.70019.",task6-audit-codex-batch-03,none,,PMID:40155318,resolved,"The sole candidate exactly matches the target title, 2025 year, and first author K M Saif-Ur-Rahman, preserving the compound surname; it supplies PMID 40155318 and DOI 10.1111/jebm.70019.",https://pubmed.ncbi.nlm.nih.gov/40155318/
LID-20260722-0123,NS-EVIDENCE-026,SEARCH-20260719-LINEAGE-EVIDENCE-26,PMID:40905080,PMID:40905080,resolved,"The sole manifested candidate exactly matches the target title, first author Kanika Rathi, and year 2025. The inspected record confirms PMID 40905080 and DOI 10.1111/bcpt.70104; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:40905080,resolved,"The sole candidate exactly matches the target title, 2025 year, and first author Kanika Rathi; it supplies PMID 40905080 and DOI 10.1111/bcpt.70104.",task6-audit-codex-batch-03,none,,PMID:40905080,resolved,"The sole candidate exactly matches the target title, 2025 year, and first author Kanika Rathi; it supplies PMID 40905080 and DOI 10.1111/bcpt.70104.",https://pubmed.ncbi.nlm.nih.gov/40905080/
LID-20260722-0124,NS-EVIDENCE-027,SEARCH-20260717-LINEAGE-EVIDENCE-01|SEARCH-20260718-LINEAGE-EVIDENCE-27|SEARCH-20260719-LINEAGE-EVIDENCE-27,PMID:27175799,PMID:27175799,resolved,"Across all three completed supporting variants, the sole manifested candidate exactly matches the target title, year 2016, and first author Sarah Tonkin-Crine, preserving the hyphenated surname. The inspected record confirms PMID 27175799 and DOI 10.1186/s13012-016-0436-0; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:27175799,resolved,"Across all three supporting queries, the only manifested candidate exactly matches the target title, 2016 year, and first author Sarah Tonkin-Crine, preserving the compound surname; it supplies PMID 27175799 and DOI 10.1186/s13012-016-0436-0.",task6-audit-codex-batch-03,none,,PMID:27175799,resolved,"Across all three supporting queries, the only manifested candidate exactly matches the target title, 2016 year, and first author Sarah Tonkin-Crine, preserving the compound surname; it supplies PMID 27175799 and DOI 10.1186/s13012-016-0436-0.",https://pubmed.ncbi.nlm.nih.gov/27175799/
LID-20260722-0125,NS-EVIDENCE-028,SEARCH-20260719-LINEAGE-EVIDENCE-28,PMID:27253196,PMID:27253196,resolved,"The sole manifested candidate exactly matches the target title, first author Jean Adams, and year 2016. The inspected record confirms PMID 27253196 and DOI 10.1371/journal.pone.0156843; context-only fields were not used as identity evidence.",task6-primary-codex-batch-03,PMID:27253196,resolved,"The sole candidate exactly matches the target title, 2016 year, and first author Jean Adams; it supplies PMID 27253196 and DOI 10.1371/journal.pone.0156843.",task6-audit-codex-batch-03,none,,PMID:27253196,resolved,"The sole candidate exactly matches the target title, 2016 year, and first author Jean Adams; it supplies PMID 27253196 and DOI 10.1371/journal.pone.0156843.",https://pubmed.ncbi.nlm.nih.gov/27253196/
